Odorant,Concentration_uM,plate,Counts,OR,Replicate
Hexanoic Acid,100,1,125,8_1,Rep1
Hexanoic Acid,1000,1,533,8_1,Rep1
Dimedone,10,3,855,8_1,Rep1
Dimedone,100,3,587,8_1,Rep1
Dimedone,1000,3,494,8_1,Rep1
(-)-Menthone,10,3,368,8_1,Rep1
(-)-Menthone,100,3,1329,8_1,Rep1
(-)-Menthone,1000,3,637,8_1,Rep1
beta-ionone,10,3,796,8_1,Rep1
beta-ionone,100,3,1318,8_1,Rep1
beta-ionone,1000,3,1232,8_1,Rep1
Pentyl acetate,10,3,910,8_1,Rep1
Pentyl acetate,100,3,2020,8_1,Rep1
Pentyl acetate,1000,3,1683,8_1,Rep1
Allyl heptanoate,10,7,487,8_1,Rep1
Allyl heptanoate,100,7,434,8_1,Rep1
Allyl heptanoate,1000,7,440,8_1,Rep1
Amyl hexanoate,10,3,960,8_1,Rep1
Amyl hexanoate,100,3,980,8_1,Rep1
Amyl hexanoate,1000,3,1714,8_1,Rep1
Nonanoic Acid,10,1,731,8_1,Rep1
Nonanoic Acid,100,1,605,8_1,Rep1
Nonanoic Acid,1000,1,3103,8_1,Rep1
Amyl butyrate,10,3,1124,8_1,Rep1
Amyl butyrate,100,3,648,8_1,Rep1
Amyl butyrate,1000,3,965,8_1,Rep1
Butyl heptanoate,10,4,262,8_1,Rep1
Butyl heptanoate,100,4,580,8_1,Rep1
Butyl heptanoate,1000,4,562,8_1,Rep1
Heptyl isobutyrate,10,4,943,8_1,Rep1
Heptyl isobutyrate,100,4,736,8_1,Rep1
Heptyl isobutyrate,1000,4,778,8_1,Rep1
Hexyl acetate,10,4,487,8_1,Rep1
Hexyl acetate,100,4,894,8_1,Rep1
Hexyl acetate,1000,4,1214,8_1,Rep1
Butyl formate,10,4,343,8_1,Rep1
Butyl formate,100,4,265,8_1,Rep1
Butyl formate,1000,4,770,8_1,Rep1
Ethyl isobutyrate,10,4,329,8_1,Rep1
Ethyl isobutyrate,100,4,369,8_1,Rep1
Ethyl isobutyrate,1000,4,888,8_1,Rep1
1-butanol,10,4,2065,8_1,Rep1
1-butanol,100,4,841,8_1,Rep1
1-butanol,1000,4,501,8_1,Rep1
Isovaleric Acid,10,1,328,8_1,Rep1
Isovaleric Acid,100,1,1098,8_1,Rep1
Isovaleric Acid,1000,1,1290,8_1,Rep1
1-propanol,10,4,313,8_1,Rep1
1-propanol,100,4,483,8_1,Rep1
1-propanol,1000,4,956,8_1,Rep1
1-hexanol,10,7,166,8_1,Rep1
1-hexanol,100,7,233,8_1,Rep1
1-hexanol,1000,7,116,8_1,Rep1
1-heptanol,10,4,237,8_1,Rep1
1-heptanol,100,4,498,8_1,Rep1
1-heptanol,1000,4,1032,8_1,Rep1
1-octanol,10,4,999,8_1,Rep1
1-octanol,100,4,1179,8_1,Rep1
1-octanol,1000,4,1211,8_1,Rep1
1-nonanol,10,5,35,8_1,Rep1
1-nonanol,100,5,185,8_1,Rep1
1-nonanol,1000,5,213,8_1,Rep1
1-decanol,10,5,227,8_1,Rep1
1-decanol,100,5,314,8_1,Rep1
1-decanol,1000,5,433,8_1,Rep1
(+)-2-Heptanol,10,5,627,8_1,Rep1
(+)-2-Heptanol,100,5,253,8_1,Rep1
(+)-2-Heptanol,1000,5,539,8_1,Rep1
(+)-2-Octanol,10,5,760,8_1,Rep1
(+)-2-Octanol,100,5,570,8_1,Rep1
(+)-2-Octanol,1000,5,15,8_1,Rep1
(-)-B-Citronellol,10,5,848,8_1,Rep1
(-)-B-Citronellol,100,5,1680,8_1,Rep1
(-)-B-Citronellol,1000,5,2366,8_1,Rep1
Geraniol,10,5,2389,8_1,Rep1
Geraniol,100,5,1122,8_1,Rep1
Geraniol,1000,5,2048,8_1,Rep1
Linalool,10,5,636,8_1,Rep1
Linalool,100,5,2001,8_1,Rep1
Linalool,1000,5,1182,8_1,Rep1
1-Undecanol,10,7,591,8_1,Rep1
1-Undecanol,100,7,1533,8_1,Rep1
1-Undecanol,1000,7,2296,8_1,Rep1
Allyl phenylacetate,10,5,273,8_1,Rep1
Allyl phenylacetate,100,5,432,8_1,Rep1
Allyl phenylacetate,1000,5,1834,8_1,Rep1
Benzene,10,5,2408,8_1,Rep1
Benzene,100,5,786,8_1,Rep1
Benzene,1000,5,2293,8_1,Rep1
Benzyl acetate,10,6,640,8_1,Rep1
Benzyl acetate,100,6,242,8_1,Rep1
Benzyl acetate,1000,6,384,8_1,Rep1
Phenyl acetate,10,6,557,8_1,Rep1
Phenyl acetate,100,6,803,8_1,Rep1
Phenyl acetate,1000,6,222,8_1,Rep1
Octanethiol,10,6,573,8_1,Rep1
Octanethiol,100,6,471,8_1,Rep1
Octanethiol,1000,6,777,8_1,Rep1
Nonanedioic Acid,10,1,1751,8_1,Rep1
Nonanedioic Acid,100,1,1735,8_1,Rep1
Nonanedioic Acid,1000,1,704,8_1,Rep1
Nonanethiol,10,6,933,8_1,Rep1
Nonanethiol,100,6,376,8_1,Rep1
Nonanethiol,1000,6,471,8_1,Rep1
Butanal,10,6,1013,8_1,Rep1
Butanal,100,6,1017,8_1,Rep1
Butanal,1000,6,1073,8_1,Rep1
Pentanal,10,6,1106,8_1,Rep1
Pentanal,100,6,1506,8_1,Rep1
Pentanal,1000,6,1158,8_1,Rep1
Hexanal,10,6,1242,8_1,Rep1
Hexanal,100,6,1183,8_1,Rep1
Hexanal,1000,6,887,8_1,Rep1
Heptanal,10,7,1070,8_1,Rep1
Heptanal,100,7,1868,8_1,Rep1
Heptanal,1000,7,1539,8_1,Rep1
Octanal,10,6,2410,8_1,Rep1
Octanal,100,6,1628,8_1,Rep1
Octanal,1000,6,2903,8_1,Rep1
Nonanal,10,6,2084,8_1,Rep1
Nonanal,100,6,1935,8_1,Rep1
Nonanal,1000,6,2659,8_1,Rep1
Decanal,10,7,1516,8_1,Rep1
Decanal,100,7,1465,8_1,Rep1
Decanal,1000,7,1102,8_1,Rep1
Citral,10,7,559,8_1,Rep1
Citral,100,7,608,8_1,Rep1
Citral,1000,7,3293,8_1,Rep1
Hydroxycitronellal,10,7,1224,8_1,Rep1
Hydroxycitronellal,100,7,735,8_1,Rep1
Hydroxycitronellal,1000,7,1490,8_1,Rep1
Lyral,10,8,476,8_1,Rep1
Lyral,100,8,984,8_1,Rep1
Lyral,1000,8,1643,8_1,Rep1
Acetophenone,10,8,558,8_1,Rep1
Acetophenone,100,8,806,8_1,Rep1
Acetophenone,1000,8,757,8_1,Rep1
Control_1,10,1,1849,8_1,Rep1
Control_1,10,2,703,8_1,Rep1
Control_1,10,3,1363,8_1,Rep1
Control_1,10,4,653,8_1,Rep1
Control_1,10,5,1414,8_1,Rep1
Control_1,10,6,1172,8_1,Rep1
Control_1,10,7,1389,8_1,Rep1
Control_1,10,8,352,8_1,Rep1
Control_1,100,1,875,8_1,Rep1
Control_1,100,2,1155,8_1,Rep1
Control_1,100,3,1938,8_1,Rep1
Control_1,100,4,969,8_1,Rep1
Control_1,100,5,806,8_1,Rep1
Control_1,100,6,645,8_1,Rep1
Control_1,100,7,571,8_1,Rep1
Control_1,100,8,17,8_1,Rep1
Control_1,1000,1,193,8_1,Rep1
Control_1,1000,2,486,8_1,Rep1
Control_1,1000,3,372,8_1,Rep1
Control_1,1000,4,287,8_1,Rep1
Control_1,1000,5,215,8_1,Rep1
Control_1,1000,6,344,8_1,Rep1
Control_1,1000,7,132,8_1,Rep1
Control_1,1000,8,96,8_1,Rep1
Control_2,10,1,1245,8_1,Rep1
Control_2,10,2,719,8_1,Rep1
Control_2,10,3,661,8_1,Rep1
Control_2,10,4,1111,8_1,Rep1
Control_2,10,5,1565,8_1,Rep1
Control_2,10,6,612,8_1,Rep1
Control_2,10,7,751,8_1,Rep1
Control_2,10,8,544,8_1,Rep1
Control_2,100,1,678,8_1,Rep1
Control_2,100,2,647,8_1,Rep1
Control_2,100,3,733,8_1,Rep1
Control_2,100,4,735,8_1,Rep1
Control_2,100,5,812,8_1,Rep1
Control_2,100,6,267,8_1,Rep1
Control_2,100,7,4067,8_1,Rep1
Control_2,100,8,482,8_1,Rep1
Control_2,1000,1,1221,8_1,Rep1
Control_2,1000,2,357,8_1,Rep1
Control_2,1000,3,2180,8_1,Rep1
Control_2,1000,4,1299,8_1,Rep1
Control_2,1000,5,76,8_1,Rep1
Control_2,1000,6,539,8_1,Rep1
Control_2,1000,7,1206,8_1,Rep1
Control_2,1000,8,364,8_1,Rep1
Decanoic_Acid,10,8,959,8_1,Rep1
Decanoic_Acid,100,8,641,8_1,Rep1
Decanoic_Acid,1000,8,2049,8_1,Rep1
DMSO,-999,1,1295,8_1,Rep1
DMSO,-999,2,1524,8_1,Rep1
DMSO,-999,3,607,8_1,Rep1
DMSO,-999,4,1845,8_1,Rep1
DMSO,-999,5,1278,8_1,Rep1
DMSO,-999,6,1046,8_1,Rep1
DMSO,-999,7,1313,8_1,Rep1
DMSO,-999,8,1513,8_1,Rep1
Prenyl_Acetate,10,8,447,8_1,Rep1
Prenyl_Acetate,100,8,377,8_1,Rep1
Prenyl_Acetate,1000,8,1274,8_1,Rep1
Vanillic_Acid,10,8,649,8_1,Rep1
Vanillic_Acid,100,8,452,8_1,Rep1
Vanillic_Acid,1000,8,623,8_1,Rep1
Pentanoic Acid,10,1,206,25_1,Rep1
Pentanoic Acid,100,1,435,25_1,Rep1
Pentanoic Acid,1000,1,421,25_1,Rep1
4-hydroxycoumarin,10,1,10898,25_1,Rep1
4-hydroxycoumarin,100,1,5366,25_1,Rep1
4-hydroxycoumarin,1000,1,2496,25_1,Rep1
4-Chromanone,10,7,941,25_1,Rep1
4-Chromanone,100,7,1325,25_1,Rep1
4-Chromanone,1000,7,2040,25_1,Rep1
2-Butanone,10,1,1828,25_1,Rep1
2-Butanone,100,1,5408,25_1,Rep1
2-Butanone,1000,1,2128,25_1,Rep1
2-Hexanone,10,1,9165,25_1,Rep1
2-Hexanone,100,1,1966,25_1,Rep1
2-Hexanone,1000,1,5170,25_1,Rep1
2-Heptanone,10,2,1162,25_1,Rep1
2-Heptanone,100,2,1064,25_1,Rep1
2-Heptanone,1000,2,504,25_1,Rep1
3-Heptanone,10,2,336,25_1,Rep1
3-Heptanone,100,2,1071,25_1,Rep1
3-Heptanone,1000,2,1114,25_1,Rep1
2-Octanone,10,2,1673,25_1,Rep1
2-Octanone,100,2,1575,25_1,Rep1
2-Octanone,1000,2,1563,25_1,Rep1
3-Octanone,10,2,1443,25_1,Rep1
3-Octanone,100,2,1179,25_1,Rep1
3-Octanone,1000,2,1010,25_1,Rep1
Propionic Acid,10,1,259,25_1,Rep1
Propionic Acid,100,1,597,25_1,Rep1
Propionic Acid,1000,1,913,25_1,Rep1
2_coumaranone,10,8,2014,25_1,Rep1
2_coumaranone,100,8,782,25_1,Rep1
2_coumaranone,1000,8,575,25_1,Rep1
2-Nonanone,10,2,782,25_1,Rep1
2-Nonanone,100,2,919,25_1,Rep1
2-Nonanone,1000,2,2244,25_1,Rep1
"2,3-Hexanedione",10,2,2887,25_1,Rep1
"2,3-Hexanedione",100,2,2736,25_1,Rep1
"2,3-Hexanedione",1000,2,1891,25_1,Rep1
"3,4-Hexanedione",10,2,3788,25_1,Rep1
"3,4-Hexanedione",100,2,3936,25_1,Rep1
"3,4-Hexanedione",1000,2,2277,25_1,Rep1
(-)-Carvone,10,7,1436,25_1,Rep1
(-)-Carvone,100,7,1516,25_1,Rep1
(-)-Carvone,1000,7,932,25_1,Rep1
(+)-Dihydrocarvone,10,2,3691,25_1,Rep1
(+)-Dihydrocarvone,100,2,3506,25_1,Rep1
(+)-Dihydrocarvone,1000,2,7213,25_1,Rep1
(+)-Camphor,10,2,5459,25_1,Rep1
(+)-Camphor,100,2,2948,25_1,Rep1
(+)-Camphor,1000,2,3790,25_1,Rep1
Dihydrojasmone,10,3,2287,25_1,Rep1
Dihydrojasmone,100,3,992,25_1,Rep1
Dihydrojasmone,1000,3,3007,25_1,Rep1
Benzophenone,10,3,1152,25_1,Rep1
Benzophenone,100,3,4173,25_1,Rep1
Benzophenone,1000,3,1422,25_1,Rep1
(+)-Pulegone,10,3,1986,25_1,Rep1
(+)-Pulegone,100,3,68,25_1,Rep1
(+)-Pulegone,1000,3,205,25_1,Rep1
Hexanoic Acid,10,1,1418,25_1,Rep1
Hexanoic Acid,100,1,219,25_1,Rep1
Hexanoic Acid,1000,1,1621,25_1,Rep1
Dimedone,10,3,1223,25_1,Rep1
Dimedone,100,3,1848,25_1,Rep1
Dimedone,1000,3,1398,25_1,Rep1
(-)-Menthone,10,3,1943,25_1,Rep1
(-)-Menthone,100,3,3868,25_1,Rep1
(-)-Menthone,1000,3,1274,25_1,Rep1
beta-ionone,10,3,3342,25_1,Rep1
beta-ionone,100,3,5015,25_1,Rep1
beta-ionone,1000,3,2419,25_1,Rep1
Pentyl acetate,10,3,3162,25_1,Rep1
Pentyl acetate,100,3,4512,25_1,Rep1
Pentyl acetate,1000,3,5641,25_1,Rep1
Allyl heptanoate,10,7,1324,25_1,Rep1
Allyl heptanoate,100,7,971,25_1,Rep1
Allyl heptanoate,1000,7,1041,25_1,Rep1
Amyl hexanoate,10,3,3865,25_1,Rep1
Amyl hexanoate,100,3,3209,25_1,Rep1
Amyl hexanoate,1000,3,3791,25_1,Rep1
Nonanoic Acid,10,1,1263,25_1,Rep1
Nonanoic Acid,100,1,4146,25_1,Rep1
Nonanoic Acid,1000,1,17393,25_1,Rep1
Amyl butyrate,10,3,2377,25_1,Rep1
Amyl butyrate,100,3,2312,25_1,Rep1
Amyl butyrate,1000,3,6476,25_1,Rep1
Butyl heptanoate,10,4,1011,25_1,Rep1
Butyl heptanoate,100,4,1053,25_1,Rep1
Butyl heptanoate,1000,4,1494,25_1,Rep1
Heptyl isobutyrate,10,4,1065,25_1,Rep1
Heptyl isobutyrate,100,4,1060,25_1,Rep1
Heptyl isobutyrate,1000,4,793,25_1,Rep1
Hexyl acetate,10,4,780,25_1,Rep1
Hexyl acetate,100,4,842,25_1,Rep1
Hexyl acetate,1000,4,563,25_1,Rep1
Butyl formate,10,4,754,25_1,Rep1
Butyl formate,100,4,843,25_1,Rep1
Butyl formate,1000,4,484,25_1,Rep1
Ethyl isobutyrate,10,4,1127,25_1,Rep1
Ethyl isobutyrate,100,4,747,25_1,Rep1
Ethyl isobutyrate,1000,4,2355,25_1,Rep1
1-butanol,10,4,2750,25_1,Rep1
1-butanol,100,4,1627,25_1,Rep1
1-butanol,1000,4,764,25_1,Rep1
Isovaleric Acid,10,1,968,25_1,Rep1
Isovaleric Acid,100,1,2625,25_1,Rep1
Isovaleric Acid,1000,1,4375,25_1,Rep1
1-propanol,10,4,1626,25_1,Rep1
1-propanol,100,4,1217,25_1,Rep1
1-propanol,1000,4,943,25_1,Rep1
1-hexanol,10,7,973,25_1,Rep1
1-hexanol,100,7,797,25_1,Rep1
1-hexanol,1000,7,311,25_1,Rep1
1-heptanol,10,4,663,25_1,Rep1
1-heptanol,100,4,1289,25_1,Rep1
1-heptanol,1000,4,1279,25_1,Rep1
1-octanol,10,4,1495,25_1,Rep1
1-octanol,100,4,1076,25_1,Rep1
1-octanol,1000,4,1889,25_1,Rep1
1-nonanol,10,5,100,25_1,Rep1
1-nonanol,100,5,401,25_1,Rep1
1-nonanol,1000,5,319,25_1,Rep1
1-decanol,10,5,1598,25_1,Rep1
1-decanol,100,5,1315,25_1,Rep1
1-decanol,1000,5,1445,25_1,Rep1
(+)-2-Heptanol,10,5,1335,25_1,Rep1
(+)-2-Heptanol,100,5,1232,25_1,Rep1
(+)-2-Heptanol,1000,5,809,25_1,Rep1
(+)-2-Octanol,10,5,1607,25_1,Rep1
(+)-2-Octanol,100,5,1071,25_1,Rep1
(+)-2-Octanol,1000,5,282,25_1,Rep1
(-)-B-Citronellol,10,5,1710,25_1,Rep1
(-)-B-Citronellol,100,5,4920,25_1,Rep1
(-)-B-Citronellol,1000,5,3925,25_1,Rep1
Geraniol,10,5,2737,25_1,Rep1
Geraniol,100,5,7866,25_1,Rep1
Geraniol,1000,5,4098,25_1,Rep1
Linalool,10,5,3256,25_1,Rep1
Linalool,100,5,3997,25_1,Rep1
Linalool,1000,5,3039,25_1,Rep1
1-Undecanol,10,7,2507,25_1,Rep1
1-Undecanol,100,7,2228,25_1,Rep1
1-Undecanol,1000,7,3071,25_1,Rep1
Allyl phenylacetate,10,5,663,25_1,Rep1
Allyl phenylacetate,100,5,1087,25_1,Rep1
Allyl phenylacetate,1000,5,4266,25_1,Rep1
Benzene,10,5,2985,25_1,Rep1
Benzene,100,5,2417,25_1,Rep1
Benzene,1000,5,3327,25_1,Rep1
Benzyl acetate,10,6,2282,25_1,Rep1
Benzyl acetate,100,6,1242,25_1,Rep1
Benzyl acetate,1000,6,1474,25_1,Rep1
Phenyl acetate,10,6,1794,25_1,Rep1
Phenyl acetate,100,6,2372,25_1,Rep1
Phenyl acetate,1000,6,3812,25_1,Rep1
Octanethiol,10,6,2301,25_1,Rep1
Octanethiol,100,6,2122,25_1,Rep1
Octanethiol,1000,6,2440,25_1,Rep1
Nonanedioic Acid,10,1,3353,25_1,Rep1
Nonanedioic Acid,100,1,4211,25_1,Rep1
Nonanedioic Acid,1000,1,4704,25_1,Rep1
Nonanethiol,10,6,1685,25_1,Rep1
Nonanethiol,100,6,2096,25_1,Rep1
Nonanethiol,1000,6,1804,25_1,Rep1
Butanal,10,6,1523,25_1,Rep1
Butanal,100,6,3672,25_1,Rep1
Butanal,1000,6,2484,25_1,Rep1
Pentanal,10,6,2316,25_1,Rep1
Pentanal,100,6,4939,25_1,Rep1
Pentanal,1000,6,2816,25_1,Rep1
Hexanal,10,6,3278,25_1,Rep1
Hexanal,100,6,2742,25_1,Rep1
Hexanal,1000,6,2699,25_1,Rep1
Heptanal,10,7,5760,25_1,Rep1
Heptanal,100,7,4463,25_1,Rep1
Heptanal,1000,7,2679,25_1,Rep1
Octanal,10,6,7547,25_1,Rep1
Octanal,100,6,2517,25_1,Rep1
Octanal,1000,6,6032,25_1,Rep1
Nonanal,10,6,4505,25_1,Rep1
Nonanal,100,6,4746,25_1,Rep1
Nonanal,1000,6,12919,25_1,Rep1
Decanal,10,7,3215,25_1,Rep1
Decanal,100,7,5044,25_1,Rep1
Decanal,1000,7,9751,25_1,Rep1
Citral,10,7,1791,25_1,Rep1
Citral,100,7,1264,25_1,Rep1
Citral,1000,7,6005,25_1,Rep1
Hydroxycitronellal,10,7,3233,25_1,Rep1
Hydroxycitronellal,100,7,2650,25_1,Rep1
Hydroxycitronellal,1000,7,5101,25_1,Rep1
Lyral,10,8,2087,25_1,Rep1
Lyral,100,8,1780,25_1,Rep1
Lyral,1000,8,4602,25_1,Rep1
Acetophenone,10,8,2362,25_1,Rep1
Acetophenone,100,8,1922,25_1,Rep1
Acetophenone,1000,8,2193,25_1,Rep1
Control_1,10,1,2705,25_1,Rep1
Control_1,10,2,2810,25_1,Rep1
Control_1,10,3,3593,25_1,Rep1
Control_1,10,4,1061,25_1,Rep1
Control_1,10,5,1896,25_1,Rep1
Control_1,10,6,1477,25_1,Rep1
Control_1,10,7,1895,25_1,Rep1
Control_1,10,8,658,25_1,Rep1
Control_1,100,1,4237,25_1,Rep1
Control_1,100,2,2494,25_1,Rep1
Control_1,100,3,4418,25_1,Rep1
Control_1,100,4,1349,25_1,Rep1
Control_1,100,5,2168,25_1,Rep1
Control_1,100,6,1540,25_1,Rep1
Control_1,100,7,1656,25_1,Rep1
Control_1,100,8,85,25_1,Rep1
Control_1,1000,1,1478,25_1,Rep1
Control_1,1000,2,925,25_1,Rep1
Control_1,1000,3,752,25_1,Rep1
Control_1,1000,4,666,25_1,Rep1
Control_1,1000,5,934,25_1,Rep1
Control_1,1000,6,606,25_1,Rep1
Control_1,1000,7,316,25_1,Rep1
Control_1,1000,8,297,25_1,Rep1
Control_2,10,1,3744,25_1,Rep1
Control_2,10,2,2669,25_1,Rep1
Control_2,10,3,4211,25_1,Rep1
Control_2,10,4,4979,25_1,Rep1
Control_2,10,5,6625,25_1,Rep1
Control_2,10,6,2585,25_1,Rep1
Control_2,10,7,2799,25_1,Rep1
Control_2,10,8,1622,25_1,Rep1
Control_2,100,1,12289,25_1,Rep1
Control_2,100,2,7956,25_1,Rep1
Control_2,100,3,12890,25_1,Rep1
Control_2,100,4,4937,25_1,Rep1
Control_2,100,5,4489,25_1,Rep1
Control_2,100,6,3898,25_1,Rep1
Control_2,100,7,4960,25_1,Rep1
Control_2,100,8,3479,25_1,Rep1
Control_2,1000,1,18473,25_1,Rep1
Control_2,1000,2,11012,25_1,Rep1
Control_2,1000,3,11012,25_1,Rep1
Control_2,1000,4,12349,25_1,Rep1
Control_2,1000,5,2571,25_1,Rep1
Control_2,1000,6,3335,25_1,Rep1
Control_2,1000,7,22697,25_1,Rep1
Control_2,1000,8,10423,25_1,Rep1
Decanoic_Acid,10,8,3394,25_1,Rep1
Decanoic_Acid,100,8,10501,25_1,Rep1
Decanoic_Acid,1000,8,22215,25_1,Rep1
DMSO,-999,1,3273,25_1,Rep1
DMSO,-999,2,2315,25_1,Rep1
DMSO,-999,3,2525,25_1,Rep1
DMSO,-999,4,3992,25_1,Rep1
DMSO,-999,5,1618,25_1,Rep1
DMSO,-999,6,6249,25_1,Rep1
DMSO,-999,7,5706,25_1,Rep1
DMSO,-999,8,3183,25_1,Rep1
Prenyl_Acetate,10,8,214,25_1,Rep1
Prenyl_Acetate,100,8,2150,25_1,Rep1
Prenyl_Acetate,1000,8,1733,25_1,Rep1
Vanillic_Acid,10,8,1967,25_1,Rep1
Vanillic_Acid,100,8,2509,25_1,Rep1
Vanillic_Acid,1000,8,1809,25_1,Rep1
Pentanoic Acid,10,1,224,19_1,Rep1
Pentanoic Acid,100,1,500,19_1,Rep1
Pentanoic Acid,1000,1,480,19_1,Rep1
4-hydroxycoumarin,10,1,1777,19_1,Rep1
4-hydroxycoumarin,100,1,2613,19_1,Rep1
4-hydroxycoumarin,1000,1,5877,19_1,Rep1
4-Chromanone,10,7,366,19_1,Rep1
4-Chromanone,100,7,1024,19_1,Rep1
4-Chromanone,1000,7,1265,19_1,Rep1
2-Butanone,10,1,2901,19_1,Rep1
2-Butanone,100,1,3276,19_1,Rep1
2-Butanone,1000,1,1794,19_1,Rep1
2-Hexanone,10,1,4149,19_1,Rep1
2-Hexanone,100,1,1804,19_1,Rep1
2-Hexanone,1000,1,3038,19_1,Rep1
2-Heptanone,10,2,1079,19_1,Rep1
2-Heptanone,100,2,950,19_1,Rep1
2-Heptanone,1000,2,468,19_1,Rep1
3-Heptanone,10,2,697,19_1,Rep1
3-Heptanone,100,2,3899,19_1,Rep1
3-Heptanone,1000,2,991,19_1,Rep1
2-Octanone,10,2,3610,19_1,Rep1
2-Octanone,100,2,1234,19_1,Rep1
2-Octanone,1000,2,1189,19_1,Rep1
3-Octanone,10,2,1304,19_1,Rep1
3-Octanone,100,2,1090,19_1,Rep1
3-Octanone,1000,2,1181,19_1,Rep1
Propionic Acid,10,1,150,19_1,Rep1
Propionic Acid,100,1,674,19_1,Rep1
Propionic Acid,1000,1,1242,19_1,Rep1
2_coumaranone,10,8,2197,19_1,Rep1
2_coumaranone,100,8,911,19_1,Rep1
2_coumaranone,1000,8,675,19_1,Rep1
2-Nonanone,10,2,678,19_1,Rep1
2-Nonanone,100,2,901,19_1,Rep1
2-Nonanone,1000,2,1821,19_1,Rep1
"2,3-Hexanedione",10,2,1926,19_1,Rep1
"2,3-Hexanedione",100,2,2481,19_1,Rep1
"2,3-Hexanedione",1000,2,2504,19_1,Rep1
"3,4-Hexanedione",10,2,2753,19_1,Rep1
"3,4-Hexanedione",100,2,2110,19_1,Rep1
"3,4-Hexanedione",1000,2,4062,19_1,Rep1
(-)-Carvone,10,7,2874,19_1,Rep1
(-)-Carvone,100,7,651,19_1,Rep1
(-)-Carvone,1000,7,922,19_1,Rep1
(+)-Dihydrocarvone,10,2,4660,19_1,Rep1
(+)-Dihydrocarvone,100,2,2804,19_1,Rep1
(+)-Dihydrocarvone,1000,2,4885,19_1,Rep1
(+)-Camphor,10,2,2981,19_1,Rep1
(+)-Camphor,100,2,1930,19_1,Rep1
(+)-Camphor,1000,2,6233,19_1,Rep1
Dihydrojasmone,10,3,1833,19_1,Rep1
Dihydrojasmone,100,3,1615,19_1,Rep1
Dihydrojasmone,1000,3,2291,19_1,Rep1
Benzophenone,10,3,2743,19_1,Rep1
Benzophenone,100,3,2291,19_1,Rep1
Benzophenone,1000,3,1462,19_1,Rep1
(+)-Pulegone,10,3,1607,19_1,Rep1
(+)-Pulegone,100,3,216,19_1,Rep1
(+)-Pulegone,1000,3,445,19_1,Rep1
Hexanoic Acid,10,1,451,19_1,Rep1
Hexanoic Acid,100,1,343,19_1,Rep1
Hexanoic Acid,1000,1,1166,19_1,Rep1
Dimedone,10,3,2062,19_1,Rep1
Dimedone,100,3,1663,19_1,Rep1
Dimedone,1000,3,1770,19_1,Rep1
(-)-Menthone,10,3,2118,19_1,Rep1
(-)-Menthone,100,3,2549,19_1,Rep1
(-)-Menthone,1000,3,1994,19_1,Rep1
beta-ionone,10,3,2162,19_1,Rep1
beta-ionone,100,3,2711,19_1,Rep1
beta-ionone,1000,3,2916,19_1,Rep1
Pentyl acetate,10,3,2720,19_1,Rep1
Pentyl acetate,100,3,3037,19_1,Rep1
Pentyl acetate,1000,3,2418,19_1,Rep1
Allyl heptanoate,10,7,840,19_1,Rep1
Allyl heptanoate,100,7,1177,19_1,Rep1
Allyl heptanoate,1000,7,720,19_1,Rep1
Amyl hexanoate,10,3,2570,19_1,Rep1
Amyl hexanoate,100,3,1419,19_1,Rep1
Amyl hexanoate,1000,3,3873,19_1,Rep1
Nonanoic Acid,10,1,721,19_1,Rep1
Nonanoic Acid,100,1,1411,19_1,Rep1
Nonanoic Acid,1000,1,2971,19_1,Rep1
Amyl butyrate,10,3,2750,19_1,Rep1
Amyl butyrate,100,3,1863,19_1,Rep1
Amyl butyrate,1000,3,6388,19_1,Rep1
Butyl heptanoate,10,4,1001,19_1,Rep1
Butyl heptanoate,100,4,1491,19_1,Rep1
Butyl heptanoate,1000,4,695,19_1,Rep1
Heptyl isobutyrate,10,4,1228,19_1,Rep1
Heptyl isobutyrate,100,4,1662,19_1,Rep1
Heptyl isobutyrate,1000,4,1187,19_1,Rep1
Hexyl acetate,10,4,853,19_1,Rep1
Hexyl acetate,100,4,1551,19_1,Rep1
Hexyl acetate,1000,4,647,19_1,Rep1
Butyl formate,10,4,446,19_1,Rep1
Butyl formate,100,4,1159,19_1,Rep1
Butyl formate,1000,4,524,19_1,Rep1
Ethyl isobutyrate,10,4,942,19_1,Rep1
Ethyl isobutyrate,100,4,928,19_1,Rep1
Ethyl isobutyrate,1000,4,1261,19_1,Rep1
1-butanol,10,4,3012,19_1,Rep1
1-butanol,100,4,2328,19_1,Rep1
1-butanol,1000,4,921,19_1,Rep1
Isovaleric Acid,10,1,1184,19_1,Rep1
Isovaleric Acid,100,1,2164,19_1,Rep1
Isovaleric Acid,1000,1,3723,19_1,Rep1
1-propanol,10,4,717,19_1,Rep1
1-propanol,100,4,2455,19_1,Rep1
1-propanol,1000,4,1170,19_1,Rep1
1-hexanol,10,7,572,19_1,Rep1
1-hexanol,100,7,755,19_1,Rep1
1-hexanol,1000,7,266,19_1,Rep1
1-heptanol,10,4,681,19_1,Rep1
1-heptanol,100,4,3404,19_1,Rep1
1-heptanol,1000,4,1404,19_1,Rep1
1-octanol,10,4,1661,19_1,Rep1
1-octanol,100,4,1951,19_1,Rep1
1-octanol,1000,4,1942,19_1,Rep1
1-nonanol,10,5,79,19_1,Rep1
1-nonanol,100,5,389,19_1,Rep1
1-nonanol,1000,5,752,19_1,Rep1
